Q241,DOB,Sex,HE,Nation,Relig,M_Relig,F_Relig,Q36,S_G1_A_1,S_G1_R_1,S_G1_I_1,S_G2_A_1,S_G2_R_1,S_G2_I_1,S_G3_A_1,S_G3_R_1,S_G3_I_1,S_G4_A_1,S_G4_R_1,S_G4_I_1,S_G5_A_1,S_G5_R_1,S_G5_I_1,S_S1_A_1,S_S1_R_1,S_S1_I_1,S_S2_A_1,S_S2_R_1,S_S2_I_1,S_S3_A_1,S_S3_R_1,S_S3_I_1,S_S4_A_1,S_S4_R_1,S_S4_I_1,S_S5_A_1,S_S5_R_1,S_S5_I_1,R_G1_A_1,R_G1_R_1,R_G1_I_1,R_G2_A_1,R_G2_R_1,R_G2_I_1,R_G3_A_1,R_G3_R_1,R_G3_I_1,R_G4_A_1,R_G4_R_1,R_G4_I_1,R_G5_A_1,R_G5_R_1,R_G5_I_1,R_S1_A_1,R_S1_R_1,R_S1_I_1,R_S2_A_1,R_S2_R_1,R_S2_I_1,R_S3_A_1,R_S3_R_1,R_S3_I_1,R_S4_A_1,R_S4_R_1,R_S4_I_1,R_S5_A_1,R_S5_R_1,R_S5_I_1,P_G1_A_1,P_G1_R_1,P_G1_I_1,P_G2_A_1,P_G2_R_1,P_G2_I_1,P_G3_A_1,P_G3_R_1,P_G3_I_1,P_G4_A_1,P_G4_R_1,P_G4_I_1,P_G5_A_1,P_G5_R_1,P_G5_I_1,P_S1_A_1,P_S1_R_1,P_S1_I_1,P_S2_A_1,P_S2_R_1,P_S2_I_1,P_S3_A_1,P_S3_R_1,P_S3_I_1,P_S4_A_1,P_S4_R_1,P_S4_I_1,P_S5_A_1,P_S5_R_1,P_S5_I_1,Pol_S1_A_1,Pol_S1_R_1,Pol_S1_I_1,Pol_S2_A_1,Pol_S2_R_1,Pol_S2_I_1,Pol_S3_A_1,Pol_S3_R_1,Pol_S3_I_1,Pol_S4_A_1,Pol_S4_R_1,Pol_S4_I_1,Pol_S5_A_1,Pol_S5_R_1,Pol_S5_I_1,Pol_G1_A_1,Pol_G1_R_1,Pol_G1_I_1,Pol_G2_A_1,Pol_G2_R_1,Pol_G2_I_1,Pol_G3_A_1,Pol_G3_R_1,Pol_G3_I_1,Pol_G4_A_1,Pol_G4_R_1,Pol_G4_I_1,Pol_G5_A_1,Pol_G5_R_1,Pol_G5_I_1,M_G1_A_1,M_G1_R_1,M_G1_I_1,M_G2_A_1,M_G2_R_1,M_G2_I_1,M_G3_A_1,M_G3_R_1,M_G3_I_1,M_G4_A_1,M_G4_R_1,M_G4_I_1,M_G5_r_A_1,M_G5_r_R_1,M_G5_r_I_1,M_S1_A_1,M_S1_R_1,M_S1_I_1,M_S2_r_A_1,M_S2_r_R_1,M_S2_r_I_1,M_S3_A_1,M_S3_R_1,M_S3_I_1,M_S4_r_A_1,M_S4_r_R_1,M_S4_r_I_1,M_S5_A_1,M_S5_R_1,M_S5_I_1,C_1_A_1,C_1_R_1,C_1_I_1,C_2_A_1,C_2_R_1,C_2_I_1,C_3_A_1,C_3_R_1,C_3_I_1,C_4_A_1,C_4_R_1,C_4_I_1,C_5_A_1,C_5_R_1,C_5_I_1
59d75f6be3a465000104b4e2,31-35,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Conservative,7,7,9,7,8,7,10,7,8,7,7,7,10,9,9,8,8,7,5,5,5,8,8,8,5,5,7,10,9,9,5,5,5,3,3,3,6,6,7,4,6,6,5,5,7,2,3,3,5,5,5,3,4,5,5,6,6,6,6,6,5,6,7,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,7,5,4,10,9,10,10,5,6,10,8,9,7,7,7,0,7,8,9,9,8,1,1,4,5,5,7,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,10,7,7,0,1,1,0,0,0,0,5,0,10,10,10,10,10,8,10,10,10,10,9,9,10,10,9
59b1a2f37f6c84000151c005 ,31-35,Female,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Christian,Christian,Liberal democrat,7,8,9,9,8,8,5,7,10,6,6,7,10,10,10,10,10,10,10,10,10,10,8,8,0,5,5,10,10,10,0,10,10,0,8,10,0,10,10,10,10,10,0,10,10,0,10,10,0,8,8,0,10,10,0,10,10,0,10,10,0,8,10,0,3,3,1,3,3,4,4,4,4,5,5,0,3,3,0,5,3,0,0,0,0,5,5,1,4,4,10,10,10,10,10,10,10,8,10,10,10,10,2,5,8,8,10,10,8,10,10,5,10,10,8,10,10,4,10,10,0,10,10,1,7,7,0,8,8,5,5,5,10,10,10,1,5,5,7,5,5,0,10,10,9,8,7,1,10,10,10,7,7,10,5,5,10,6,10,10,5,5,10,10,8
59d3e6c5cafa460001f84103,46-50,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Conservative,8,7,3,6,5,5,6,5,2,6,5,2,7,6,6,9,9,7,7,7,5,8,8,5,5,6,3,7,7,6,8,8,5,2,4,0,9,8,7,6,7,6,6,6,6,5,5,1,8,8,7,5,5,4,7,7,4,7,6,6,0,0,0,6,6,4,5,5,1,6,6,4,8,8,6,7,7,5,6,6,3,1,1,1,3,3,1,5,2,0,7,7,5,10,10,9,10,10,7,10,10,10,10,10,10,10,9,9,10,8,8,2,4,5,7,8,7,1,7,7,0,10,8,0,0,9,0,5,7,6,5,6,10,8,7,0,8,8,10,10,8,0,0,0,7,7,7,0,7,8,10,10,5,10,10,10,10,10,10,10,10,9,10,10,10
58aaff6ff6cc2100012b1130,61-64,Female,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,SNP,10,10,10,5,6,6,6,6,6,6,6,6,10,9,6,10,1,1,2,4,6,8,8,7,6,4,6,4,2,3,10,7,9,10,10,10,8,8,9,0,6,0,7,7,7,6,6,6,8,9,10,6,6,6,7,7,7,4,5,4,10,10,10,7,8,8,9,10,10,10,10,10,7,6,4,7,6,4,0,0,2,0,0,0,4,2,0,10,10,10,10,10,10,10,10,10,0,0,0,10,10,10,4,0,6,10,10,10,7,8,7,0,6,0,6,6,7,3,3,3,0,1,1,0,4,2,0,6,6,1,1,0,10,5,3,0,1,1,10,10,6,0,6,6,4,4,2,0,0,0,10,4,0,10,6,6,10,6,6,10,6,8,10,10,10
59d531f3cafa460001f84276,65+,Female,Postgraduate Diploma (e.g. PGDip),White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Conservative,8,6,7,6,6,4,4,6,6,3,4,3,7,7,7,9,4,7,8,8,7,5,5,6,6,6,6,8,6,7,6,6,6,4,4,5,6,5,6,6,6,6,4,3,4,4,3,4,5,5,5,2,4,4,5,5,4,5,6,5,5,4,4,4,4,4,4,5,6,3,4,3,3,4,3,5,4,5,4,5,4,3,4,4,4,1,3,4,4,3,8,7,7,4,5,6,8,3,3,10,10,9,5,4,5,6,6,6,6,6,7,6,5,6,3,7,5,7,6,6,0,4,5,1,9,7,0,9,8,5,5,4,10,9,6,6,5,4,7,6,5,2,7,7,5,5,1,4,6,4,9,9,7,10,6,7,10,7,7,8,9,9,6,5,6
,26-30,Female,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,I don't have any political affiliation,10,8,7,7,7,6,0,1,0,9,4,4,10,0,3,10,0,0,0,5,1,10,3,4,8,5,3,10,3,4,10,9,8,3,3,0,10,7,7,6,7,6,10,4,3,0,0,0,7,6,6,7,5,4,0,2,2,0,0,0,0,10,10,7,6,6,6,7,6,9,7,8,10,9,8,9,8,7,0,3,3,0,2,2,7,7,7,8,7,7,10,10,10,7,0,0,4,0,0,10,7,7,10,0,0,0,1,1,5,0,0,9,1,0,8,6,2,1,1,1,0,0,0,0,1,1,1,0,0,3,2,2,10,4,4,0,0,0,0,0,0,0,0,2,10,10,10,0,0,1,10,0,2,10,0,1,10,0,0,10,8,10,9,3,4
5973c94134b844000168d12f,41-45,Female,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,Liberal democrat,7,9,8,7,7,7,5,5,5,10,10,10,10,7,6,10,5,5,10,10,10,10,10,10,0,0,5,10,10,10,5,7,9,0,0,0,5,8,8,10,5,5,8,8,8,7,0,0,0,0,0,0,10,10,0,0,0,7,6,4,5,5,5,5,4,4,0,0,0,8,8,8,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,10,5,10,7,7,7,10,10,10,10,10,10,5,5,5,9,9,9,5,9,9,8,7,7,6,8,8,6,6,6,0,10,10,0,0,5,0,0,0,10,5,5,10,10,10,0,2,2,9,1,1,0,10,10,5,5,5,0,5,5,10,5,5,10,10,10,10,8,8,10,10,10,10,10,10
5aef89df44c9bc0001f4cdb6,26-30,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Conservative,9,8,8,7,7,6,8,8,8,3,2,2,10,8,8,10,10,10,6,6,6,8,7,7,6,6,6,8,8,9,8,7,7,4,4,4,7,7,7,0,0,0,9,9,9,3,3,2,3,3,3,8,8,8,6,4,4,6,6,6,6,6,6,5,5,4,0,0,0,4,4,4,8,6,6,2,3,2,8,8,8,4,4,3,0,1,0,0,0,0,7,7,7,10,10,10,10,10,10,10,7,7,3,3,3,10,10,10,8,7,8,7,7,8,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,3,4,4,10,10,10,7,7,7,10,10,8,0,0,0,10,8,9,0,1,0,10,10,10,10,8,8,10,10,10,10,8,8,10,10,10
59a839b243c90b0001832ff,46-50,Female,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Labour,4,5,5,5,5,5,8,7,7,8,8,7,8,8,8,10,10,10,6,5,5,7,6,6,6,5,5,7,6,4,6,6,6,4,4,4,6,6,6,5,5,5,6,5,5,5,5,5,4,3,3,4,5,5,7,7,7,7,6,7,3,3,3,5,5,5,3,2,2,4,4,4,3,5,4,7,6,5,0,0,0,2,2,2,5,5,5,6,5,5,7,6,6,10,10,9,9,5,5,10,10,10,10,10,10,7,6,5,10,10,10,4,5,5,5,5,5,7,7,7,0,0,0,2,1,5,4,4,4,6,5,5,10,8,7,3,5,4,6,5,5,0,0,10,5,4,4,2,5,5,10,7,7,10,10,10,10,10,10,8,7,7,10,10,5
5abd64b20527ba0001c1d494,26-30,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",Asian/ Asian British: Pakistani,Islamic,Islamic,Islamic,Labour,10,7,8,4,6,7,7,3,6,0,10,9,8,7,8,10,2,7,10,2,5,8,8,8,4,3,4,6,6,6,8,7,7,10,8,7,10,8,8,0,9,2,10,7,6,10,8,8,3,7,7,2,4,7,1,3,2,10,9,7,0,3,6,1,2,1,0,1,0,0,1,0,0,1,0,0,3,2,0,1,1,0,1,1,6,6,3,2,2,2,8,7,7,10,10,10,10,0,1,10,3,8,4,2,6,9,7,8,8,7,7,2,2,3,9,8,9,0,8,8,0,2,1,0,2,8,2,7,6,2,3,3,10,1,6,2,1,2,6,4,0,0,0,9,8,6,7,2,7,8,10,10,10,10,10,7,10,1,8,0,8,8,10,6,1
5859542a87b26c000187af6d,51-55,Female,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Agnostic,Conservative,8,5,6,7,7,7,7,6,6,6,5,6,8,8,8,9,5,8,7,8,8,8,9,10,6,6,5,8,9,8,8,9,9,6,6,7,5,6,5,4,8,9,4,4,4,7,8,9,7,7,8,5,8,7,7,8,10,8,8,8,6,6,6,3,4,4,3,2,3,3,3,2,2,2,3,7,9,7,1,8,7,6,5,3,5,1,1,6,4,5,8,5,8,10,9,10,7,7,6,10,8,10,9,7,7,8,9,7,10,8,8,8,8,9,7,7,8,9,8,9,0,10,9,0,8,3,6,8,8,2,8,7,10,8,9,0,9,10,10,9,10,0,10,10,9,8,6,0,6,4,8,8,8,10,6,6,10,9,9,10,8,6,10,5,5
5af29bf65bbd0b00015ed69b,31-35,Female,"Masters Degree (e.g. MA, MSc, MSci)",White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Labour,5,7,7,5,6,5,5,6,6,4,5,6,8,10,10,10,2,3,9,7,6,10,8,8,3,6,3,7,6,8,5,6,5,3,6,4,6,6,7,5,6,7,2,2,0,3,2,4,5,6,6,5,6,6,4,3,5,7,7,8,2,6,7,7,8,7,0,0,0,0,0,2,5,5,5,0,3,3,5,5,5,0,0,1,0,0,0,0,0,1,10,10,10,10,10,10,10,7,7,10,10,10,6,10,10,10,10,10,10,10,10,3,6,7,7,6,8,6,6,7,0,10,8,10,7,10,0,10,10,2,6,6,10,10,10,0,6,5,10,6,8,0,6,7,8,8,6,9,7,6,10,6,5,10,10,10,10,10,5,10,10,10,10,5,5
59e7413f43bb6f00014aca53,26-30,Female,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Christian,Christian,Labour,8,6,5,5,5,5,5,5,5,3,3,2,10,7,5,6,5,5,10,5,5,10,6,6,5,5,5,10,7,5,8,6,7,6,0,1,7,6,6,9,0,0,10,6,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,9,9,9,7,6,6,0,0,1,0,0,0,8,8,8,0,7,3,7,7,8,3,3,3,5,5,5,10,10,10,10,10,10,10,10,10,10,10,10,3,0,0,10,8,8,10,10,10,0,0,0,2,6,6,9,8,8,0,10,10,0,9,3,0,7,7,8,7,7,10,10,10,10,7,7,8,6,6,0,0,0,10,9,9,8,6,8,10,10,10,10,10,7,10,10,10,10,10,10,10,8,8
5aeb6f2eb59b0d00012e879f,18-25,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Atheist,Labour,10,8,8,5,1,2,8,6,6,6,2,3,10,7,7,10,10,0,9,2,2,9,7,6,5,0,7,8,6,6,6,6,8,7,7,6,8,9,8,7,1,1,1,0,0,1,4,3,7,7,6,1,8,6,3,0,1,6,0,2,2,0,3,1,7,7,8,1,1,1,3,1,4,1,1,1,1,1,0,1,0,0,2,1,5,0,2,5,2,6,6,0,0,8,7,4,10,0,5,10,7,7,9,1,4,10,9,8,2,0,1,4,6,5,2,7,1,8,8,8,0,10,10,0,0,3,0,0,0,1,1,1,10,0,0,0,0,0,8,0,0,0,0,1,8,2,1,1,1,2,10,8,9,10,0,0,10,10,0,10,6,6,9,3,2
5ac72bbf1667e40001d8787a,36-40,Female,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Conservative,10,2,9,7,6,5,6,3,6,4,4,8,5,6,7,10,8,6,1,9,10,8,7,9,3,9,10,9,3,8,6,5,7,1,0,0,5,5,10,6,1,0,0,0,2,2,0,0,0,0,0,3,6,6,0,0,0,8,0,6,3,4,8,0,0,0,5,1,6,0,0,0,2,2,1,6,3,1,7,1,1,1,0,1,6,7,7,6,1,1,10,2,1,3,3,4,10,0,2,4,7,6,2,0,7,6,7,7,9,8,9,8,7,9,4,6,7,7,9,8,0,0,0,0,1,7,0,5,7,9,0,2,10,7,8,4,6,6,6,0,2,0,2,2,2,4,4,1,0,1,10,7,7,10,7,7,9,1,8,8,3,9,10,10,6
59a2f84bfb52bf00018be2e1,51-55,Female,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Liberal democrat,8,6,7,8,8,7,9,8,7,8,6,4,10,10,10,10,0,0,10,8,8,9,7,6,4,6,6,10,10,10,6,4,4,0,0,0,2,6,6,10,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,0,0,0,0,0,0,3,3,3,10,9,8,10,7,6,10,1,1,10,10,10,10,7,7,8,7,7,10,10,8,7,7,3,6,5,5,7,6,8,0,10,10,0,4,4,0,7,8,2,2,2,10,10,10,0,3,3,9,3,3,0,10,10,10,9,7,0,2,3,10,10,0,10,1,1,10,10,6,10,10,10,10,10,2
59692d61355b45000106c592,18-25,Female,"Masters Degree (e.g. MA, MSc, MSci)",White: English/Welsh/Scottish/Northern Irish/British,Agnostic,Agnostic,Christian,I don't have any political affiliation,8,8,9,7,4,7,6,8,8,10,8,9,9,7,10,8,0,8,10,8,10,8,8,7,0,0,0,10,8,7,7,7,8,0,0,0,3,7,8,9,8,8,2,2,2,0,0,1,0,0,0,0,10,10,0,6,2,0,0,0,1,3,8,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,10,10,10,10,10,2,8,10,9,9,0,3,2,10,10,10,10,10,10,9,4,9,8,8,9,3,3,7,0,0,0,0,3,3,0,9,8,3,7,7,10,0,0,0,0,2,9,8,8,0,0,8,7,2,1,1,1,1,10,8,7,10,2,2,10,1,2,9,8,8,8,1,0
59bebd7cbd311a000144f24d,18-25,Female,High School Diploma/A levels/BTEC/ IB or equivalent,Asian/ Asian British: Other - please state,Islamic,Islamic,Islamic,I don't have any political affiliation,4,2,3,5,3,2,4,0,0,3,0,0,6,4,5,7,0,0,4,3,3,7,0,2,6,3,4,5,1,1,8,7,8,6,5,5,7,7,7,0,3,2,7,5,4,8,8,6,1,1,1,2,1,1,2,1,1,1,0,0,2,2,1,0,0,0,0,0,1,2,2,3,1,0,0,1,1,5,0,0,0,1,0,3,0,0,0,4,3,3,7,0,0,8,6,3,7,0,0,8,9,9,4,6,3,0,0,0,2,0,0,8,2,0,3,3,3,4,1,5,0,0,0,0,0,0,0,0,0,4,0,0,10,9,3,3,8,2,4,3,1,1,6,2,4,5,1,4,3,3,0,0,0,5,0,0,7,7,8,8,3,2,6,4,3
5af3ff28222e4d000187668a,18-25,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Agnostic,Atheist,Atheist,Labour,7,8,10,7,7,8,8,9,10,4,5,4,10,9,7,10,8,6,10,10,10,10,9,10,3,6,2,10,10,10,3,3,6,0,6,8,3,4,6,0,1,6,2,2,4,2,3,5,1,7,3,2,7,3,0,7,7,3,7,7,2,4,3,1,2,2,1,4,8,0,8,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,7,10,7,8,10,10,6,9,9,8,0,8,10,10,8,10,6,10,10,8,8,9,7,8,9,3,7,8,0,9,4,0,8,7,3,7,4,6,4,7,10,10,10,4,3,3,3,6,0,0,9,8,7,7,5,3,7,4,10,10,10,10,10,8,10,8,6,10,10,10,10,10,10
5ad6384b8faffd0001c5e712,26-30,Female,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Islamic,Atheist,Atheist,Labour,10,8,7,6,6,8,10,8,10,4,6,9,8,9,10,10,6,8,10,10,10,7,7,8,3,8,9,2,2,4,10,10,10,10,10,10,10,10,8,0,0,0,10,10,10,10,10,10,3,7,9,8,10,10,10,10,8,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,10,10,10,0,2,0,10,10,10,10,10,7,4,2,6,4,7,7,4,8,8,4,2,2,10,10,10,0,9,3,0,8,8,0,10,8,1,10,7,10,10,10,6,4,6,10,8,4,0,0,6,10,10,7,0,0,7,10,10,7,10,0,3,10,10,10,7,4,8,10,0,0
56a8bc027f2472000c942cec,51-55,Female,Postgraduate Diploma (e.g. PGDip),White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,I don't have any political affiliation,6,2,2,6,3,3,6,3,2,5,4,3,7,4,4,10,10,7,9,0,3,5,5,5,4,1,2,8,4,2,5,4,4,0,0,0,3,3,3,2,1,2,4,4,3,4,1,1,1,1,1,4,2,1,2,2,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,9,0,5,4,3,3,10,0,5,10,8,7,6,0,2,8,2,7,8,7,5,5,5,5,5,5,5,4,2,4,0,0,1,0,0,2,1,3,1,5,4,2,10,0,4,4,2,2,8,0,0,0,2,1,5,2,1,0,0,0,10,5,2,10,0,6,10,0,5,10,4,3,10,1,0
59bfdc4cc458e800017b537c,31-35,Female,High/Secondary School/GCEs or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Christian,Labour,9,10,10,8,9,9,9,9,10,6,6,6,10,8,10,8,8,8,9,10,10,9,10,10,6,7,8,10,10,10,6,7,8,0,0,0,5,6,8,10,5,5,2,6,4,0,0,0,0,0,0,0,10,5,0,9,7,0,0,0,5,8,9,0,0,0,3,4,4,2,3,3,7,5,7,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,8,2,6,7,9,9,10,5,8,10,10,10,5,5,5,10,10,10,9,9,9,3,8,8,5,9,9,7,7,8,0,7,10,0,10,10,0,10,10,2,8,7,10,10,10,0,6,6,10,1,7,0,10,10,9,9,4,0,3,5,10,5,6,10,5,5,10,5,8,8,7,9,10,5,5
5a6e32db3fb6420001c32125,18-25,Male,High School Diploma/A levels/BTEC/ IB or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Atheist,Atheist,Christian,Green,7,7,8,9,7,7,9,7,8,9,8,8,10,8,8,10,8,6,8,3,7,8,7,8,1,0,0,10,8,9,5,6,9,1,3,2,2,7,7,9,6,7,7,6,7,2,4,2,0,0,1,0,0,0,1,0,0,6,1,1,0,0,0,2,0,1,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,3,5,5,8,6,10,6,6,10,6,8,8,7,4,9,9,7,9,7,6,2,6,3,7,7,6,9,8,7,0,5,4,0,6,7,1,3,3,6,7,4,9,6,7,4,7,7,10,6,5,6,5,7,10,6,6,7,7,7,10,6,6,10,5,7,10,7,8,10,8,6,5,5,5
5ab8be12e1546900019b7113,56-60,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Atheist,Christian,Christian,Labour,10,8,8,8,7,7,8,7,7,10,9,9,10,10,8,10,0,5,9,9,6,9,8,8,0,8,0,10,7,5,0,10,7,0,0,0,4,7,7,10,7,5,0,5,0,0,0,0,0,0,0,0,8,5,0,10,8,7,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,9,8,9,9,9,10,0,5,10,5,5,3,0,5,10,9,9,10,10,10,2,7,5,5,6,7,3,7,7,0,9,9,3,8,7,0,8,5,10,5,6,10,7,7,5,7,5,6,5,0,0,7,7,4,7,0,4,6,5,10,10,7,10,7,5,10,10,5,10,10,5,10,10,5
5acc6abbfa3b4e000173c8b5,46-50,Female,High/Secondary School/GCEs or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Conservative,6,4,4,5,5,4,6,4,4,5,5,5,8,8,8,10,4,5,8,6,6,6,6,6,0,0,0,8,6,4,6,6,5,0,0,0,2,2,2,8,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7,5,5,0,0,0,1,0,0,0,0,0,0,0,0,5,4,4,0,0,0,7,5,5,0,0,0,0,0,0,0,0,0,6,5,6,9,9,9,10,2,2,10,10,10,7,3,8,7,6,6,8,8,8,7,7,7,4,5,5,7,7,7,0,5,5,0,5,5,0,5,6,5,5,5,10,8,10,0,5,5,10,5,5,0,5,10,2,5,4,0,5,5,5,5,5,10,5,5,10,7,10,7,5,5,10,3,3
5adf2fa3066c510001d44882,18-25,Male,High/Secondary School/GCEs or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Conservative,8,8,8,4,7,6,8,8,8,6,6,6,8,8,8,10,10,10,8,8,8,5,5,5,4,7,7,9,8,8,0,0,0,1,2,2,0,0,1,6,6,6,6,6,6,3,2,4,0,1,2,3,3,2,5,5,5,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,8,8,8,6,0,0,5,0,0,10,10,10,4,6,6,5,5,5,8,7,8,0,10,10,10,10,10,0,0,2,0,0,3,2,2,2,8,8,8,10,1,7,0,8,7,4,5,5,0,7,5,10,8,8,6,5,5,10,10,5,10,5,5,10,10,10,7,6,4,10,10,10
5aba4a8a5cd105000161ba87,26-30,Male,Postgraduate Diploma (e.g. PGDip),White: English/Welsh/Scottish/Northern Irish/British,Agnostic,Buddhist,Agnostic,Green,10,9,10,7,7,7,3,4,7,6,6,4,9,10,10,9,3,6,8,8,7,10,10,10,0,0,0,9,10,10,6,6,3,0,0,0,8,9,10,4,8,8,2,3,7,0,5,1,0,0,0,0,0,0,0,3,0,6,2,0,1,0,6,1,1,1,0,2,4,3,6,8,0,0,1,2,0,0,2,1,0,2,6,1,0,0,0,2,0,0,8,8,7,10,10,10,10,10,10,10,10,10,0,7,2,10,10,10,8,6,7,7,7,7,7,6,6,7,7,6,0,0,0,1,1,0,4,1,0,0,6,5,10,10,10,2,4,2,10,10,1,0,7,0,10,10,10,2,8,2,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10
59523fc92e0323000136886b,36-40,Male,"University Undergraduate Degree (e.g. BSc, BA, BEng)",White: English/Welsh/Scottish/Northern Irish/British,Other (please state),Christian,Christian,Labour,10,9,5,5,3,3,5,5,5,0,0,0,7,7,7,10,10,0,5,5,5,10,10,10,3,3,3,5,5,5,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,0,10,9,10,10,10,5,4,0,5,0,0,10,10,10,5,5,7,0,0,9,0,0,0,10,10,10,0,10,10,0,6,5,0,0,0,8,8,8,10,10,5,0,7,7,7,7,7,0,10,10,10,10,10,0,0,8,10,10,10,10,10,10,10,10,10,10,10,5,10,5,5
5973bad6e703200001ad2b86,61-64,Female,High/Secondary School/GCEs or equivalent,White: English/Welsh/Scottish/Northern Irish/British,Christian,Christian,Christian,Conservative,5,4,2,6,5,5,2,5,5,5,4,3,10,10,10,10,5,5,5,5,9,7,5,5,9,8,9,8,8,8,6,6,6,5,5,5,5,7,8,5,6,6,5,9,9,1,5,1,6,5,5,1,5,5,5,5,5,8,5,5,6,6,6,2,5,6,5,5,5,4,5,7,2,5,5,7,7,7,3,3,5,2,5,5,8,8,8,8,7,7,8,4,2,8,9,9,10,0,3,10,10,8,7,7,7,3,6,6,7,6,6,7,7,7,7,5,5,9,9,9,0,10,10,0,10,10,0,10,10,6,5,6,10,10,10,0,8,9,10,10,10,0,9,9,3,8,8,0,10,10,10,5,5,10,2,2,10,5,5,10,5,3,7,5,5
