pp	BIS1	GDP2	FFFS3	BIS4	RWR5	GDP6	BIS7	RWI8	BIS9	RWI10	FFFS11	BIS12	GDP13	RWR14	IMP15	GDP16	FFFS17	GDP18	RWI19	BIS20	IMP21	RWR22	IMP23	GDP24	FFFS25	BIS26	RWR27	FFFS28	RWI29	BIS30	RWI31	BIS32	IMP33	RWR34	FFFS35	IMP36	GDP37	BIS38	RWI39	BIS40	FFFS41	BIS42	IMP43	RWR44	FFFS45	BIS46	RWI47	FFFS48	GDP49	RWI50	BIS51	BIS52	FFFS53	GDP54
123	2	4	3	3	3	3	2	3	2	3	1	1	4	4	2	3	1	3	4	1	2	3	3	4	1	3	4	2	3	2	4	1	2	4	1	1	4	3	4	3	1	3	3	4	1	3	2	1	4	3	3	4	1	4
124	2	4	4	2	3	4	2	2	3	3	4	1	3	4	2	3	2	3	2	2	3	4	3	4	3	2	3	2	3	2	3	2	1	3	3	1	3	4	2	1	2	3	1	4	2	2	3	3	3	2	2	3	4	4
125	4	3	2	3	4	4	4	2	2	2	1	3	3	2	1	3	1	3	3	4	1	3	3	4	1	3	2	1	2	4	3	1	1	2	3	1	4	1	2	2	1	2	3	2	3	4	4	2	3	3	4	1	3	4
126	1	3	1	2	4	3	4	3	1	4	1	1	4	4	1	2	3	3	2	1	3	4	4	3	2	4	4	2	4	4	4	1	4	3	1	1	2	3	4	4	1	2	2	3	1	2	3	1	4	4	3	1	1	3
127	1	2	3	2	2	4	2	2	3	2	2	3	3	3	2	3	1	3	3	1	4	3	3	4	1	2	3	2	3	2	3	1	2	3	2	3	3	3	2	3	1	2	3	3	3	3	2	3	4	3	3	3	2	4
128	3	4	2	2	1	3	1	2	4	1	2	4	3	2	2	3	1	3	3	3	2	2	4	2	1	4	4	1	1	3	3	1	4	1	2	3	4	1	4	2	1	2	2	3	2	4	4	2	3	2	3	3	2	3
129	3	4	2	3	4	4	3	3	4	1	1	4	3	3	1	3	3	3	4	2	4	4	1	4	3	4	4	3	3	4	3	1	2	3	4	1	3	2	4	4	4	3	1	4	2	4	4	2	3	3	4	1	2	3
130	3	3	4	4	1	3	4	1	4	1	3	4	3	4	1	2	1	2	1	4	3	3	2	2	1	4	2	4	1	3	2	2	2	1	2	2	2	4	3	4	2	3	1	1	2	4	2	3	4	2	3	4	2	3
131	3	4	4	4	2	4	2	3	1	2	4	1	4	4	1	3	1	3	1	3	1	4	1	4	1	4	4	4	3	4	4	2	1	3	3	1	3	4	4	4	4	4	1	4	4	4	4	4	4	4	4	2	4	3
132	3	4	4	4	2	4	3	3	1	2	1	2	4	4	2	3	2	4	4	2	4	4	1	3	4	4	4	4	2	3	4	1	2	3	4	2	4	4	4	4	4	3	3	4	4	4	4	2	4	4	4	4	2	4
133	1	4	4	1	3	4	1	3	3	1	4	1	4	4	1	4	1	3	3	2	2	4	1	4	1	1	4	1	4	1	3	2	4	1	2	3	4	1	3	3	4	2	4	4	4	2	1	4	4	3	1	2	1	4
134	2	1	1	2	2	3	4	4	3	2	3	1	4	4	4	3	1	3	4	3	1	2	4	4	1	1	3	1	4	2	4	1	4	3	1	3	2	4	4	1	2	1	4	3	1	3	4	3	2	4	3		4	3
135	2	3	1	2	4	4	1	3	4	2	4	2	4	3	4	3	1	2	4	3	4	4	4	3	1	3	4	1	4	4	4	2	3	4	2	3	4	4	4	1	4	4	4	4	3	4	4	3	2	4	4	4	4	2
136	1	3	2	2	3	3	1	4	1	4	4	3	4	4	2	4	2	4	4	1	4	4	4	4	2	2	3	2	3	2	4	1	4	4	3	4	3	3	4	3	4	3	2	4	1	4	4	4	4	4	2	3	4	4
137	2	3	4	4	4	3	4	2	1		2	2	3	4	4	2	2	3	4	4	2	4	4	3	4	4	4	4	4	4	4	3	3	3	3	1	3	4	4	3	4	3	3	4	3	4	4	4	2	4	4	4	4	4
138	3	4	1	4	4	4	3	4	1	3	1	1	3	4	2	4	4	2	3	2	3	3	2	4	1	3	4	1	3	3	4	2	2	2	2	2	3	3	1	3	1	4	3	4	2	3	4	2	3	4	3	4	1	4
139	2	4	2	3	2	3	3	4	3	1	1	4	3	3	1	3	1	3	3	3	2	3	2	3	2	4	4	1	3	4	3	1	3	2	2	3	3	4	3	4	1	4	2	4	2	4	3	1	3	3	4	3	1	3
140	1	3	1	2	3	4	2	3	2	1	1	2	3	3	4	3	1	2	3	2	2	3	1	3	1	2	4	1	2	2	3	1	4	4	1	3	3	3	4	1	1	2	3	3	1	2	3	3	2	3	2	3	1	4
141	3	4	2	3	3	4	2	1	3	2	3	1	3	3	1	3	2	3	2	2	2	4	3	4	2	4	2	1	2	4	2	1	2	3	4	1	4	4	1	4	1	4	2	2	1	4	4	2	4	2	4	4	4	3
142	2	3	2	3	2	3	4	1	2	2	1	2	1	2	1	3	4	2	2	2	1	3	4	1	3	3	2	3	1	3	4	2	1	1	4	2	3	3	1	2	1	3	2	2	4	4	2	3	4	3	3	2	2	2
143	4	3	1	2	4	3	2	4	2	4	4	1	4	4	4	2	1	2	3	2	4	4	4	3	1	4	4	3	4	2	4	1	4	3	4	1	2	3	4	3	4	2	1	4	2	2	2	3	2	4	4	3	4	3
144	3	3	1	2	4	4	3	1	2	4	3	1	4	4	2	4	4	4	4	2	3	4	3	4	2	3	4	2	3	2	3	2	3	4	4	1	4	2	4	3	1	4	3	4	1	2	3	1	3	3	2	1	4	4
145	1	3	2	1	4	4	2	2	3	4	2	1	4	4	3	3	2	3	3	1	3	4	3	4	2	3	4	1	3	1	3	1	4	4	2	2	3	4	4	3	2	2	4	4	1	2	3	1	4	4	2	3	2	3
146	2	3	1	2	2	4	1	2	1	2	3	1	4	4	1	4	4	3	2	1	1	4	2	4	3	2	4	2	3	2	2	1	1	4	1	1	3	1	1	3	3	4	1	4	1	3	2	2	4	3	3	1	1	4
147	2	3	1	3	3	4	3	3	4	1	2	2	2	3	2	4	2	2	3	3	2	3	3	4	2	4	4	2	2	2	3	2	3	1	3	2	3	4	2	3	3	4	3	3	2	3	3	2	2	3	3	2	3	4
148	3	4	3	3	1	3	3	2	4	3	2	4	1	2	1	2	2	1	3	2	4	2	1	4	3	2	2	2	2	4	3	2	1	1	3	3	2	4	2	3	2	3	2	2	3	4	2	2	2	4	4	4	2	4
149	2	3	2	2	4	4	2	4	4	3	4	2	3	4	2	3	1	2	3	1	2	4	3	4	3	4	4	4	3	3	4	2	2	3	4	2	3	4	3	3	4	2	2	4	3	4	4	4	4	3	2	1	4	3
150	1	4	4	3	4	4	1	1	4	2	1	1	2	4	1	4	1	2	2	2	1	3	2	4	2	3	4	2	2	1	2	1	1	2	1	2	3	4	2	3	3	2	2	4	2	4	3	3	4	2	2	3	4	4
151	2	3	2	2	3	4	2	4	3	4	1	2	4	4	3	4	2	3	4	2	3	4	3	4	1	2	4	2	4	2	4	1	3	4	2	1	4	3	4	2	3	2	3	4	1	2	4	1	4	4	2	2	1	4
152	2	2	4	3	4	4	3	3	4	3	1	4	3	4	2	4	1	3	3	1	2	4	4	3	4	2	4	4	4	2	4	2	4	4	4	1	3	4	4	3	4	3	2	4	4	4	4	3	3	4	4	1	4	4
153	3	4	2	3	3	3	4	3	2	2	3	4	3	2	1	3	2	1	4	4	1	3	2	3	1	3	3	2	3	4	3	3	2	2	1	1	2	3	2	4	1	4	1	3	2	4	3	2	2	3	4	4	1	2
154	1	4	1	2	1	3	1	4	2	1	1	1	3	3	2	4	4	3	4	1	1	2	2	4	1	1	4	1	4	4	4	1	2	2	2	1	4	2	4	2	3	1	3	4			4	1	4	4	1	1	1	4
155	2	4	2	3	4	4	2	1	3	3	1	3	3	4	4	4	3	3	4	2	4	4	2	4	3	3	4	2	3	3	4	2	1	4	4	2	3	3	1	3	2	3	3	4	3	4	3	1	4	3	2	4	1	4
156	1	4	2	4	4	4	2	2	1	2	3	1	3	4	1	3	4	3	2	2	2	4	4	4	3	4	4	4	3	4	4	4	2	3	2	1	3	3	2	4	2	4	4	4	4	3	4	2	1	3	3	1	2	4
157	2	4	4	2	2	4	2	2	3	3	3	1	4	3	1	3	4	3	3	2	2	4	3	4	2	3	2	3	2	3	2	1	2	1	3	1	4	2	3	3	1	2	1	3	1	3	4	4	4	2	3	4	4	4
158	3	2	2	2	3	3	2	3	2	2	2	1	3	4	1	3	3	3	3	2	1	4	3	4	2	3	4	2	2	3	4	2	2	3	3	1	3	4	2	2	4	3	3	4	4	3	2	2	4	3	3	2	3	3
159	3	4	1	4	3	4	3	2	3	3	1	4	3	4	1	2	1	3	2	1	2	3	1	4	1	3	3	1	4	4	3	4	1	4	1	1	3	3	2	4	2	4	1	3	1	4	2	1	3	3	4	4	1	4
160	1	3	1	2	3	4	1	4	2	3	3	2	4	4	1	4	4	4	4	2	2	4	1	4	1	2	4	2	4	2	4	2	2	4	4	3	4	4	4	4	4	2	3	4	1	2	4	2	4	4	2	1	1	4
161	2	3	1	2	2	4	3	2	1	1	1	1	3	4	2	3	4	3	3	2	2	4	3	4	2	1	1	1	2	2	4	3	2	1	2	1	3	3	1	2	2	3	1	2	2	3	3	1	4	4	3	2	3	4
162	2	4	4	1	3	3	1	3	3	3	2	3	3	4	1	4	4	1	3	1	3	4	2	4	2	2	4	3	3	1	3	2	2	3	1	1	3	2	3	4	2	2	1	4	1	2	3	2	3	2	1	2	3	4
163	1	2	1	3	2	2	3	2	1	4	1	1	4	4	1	4	1	3	4	1	1	2	1	3	2	4	4	1	4	2	3	1	4	1	2	1	4	1	2	1	2	3	2	4	1	2	3	1	3	4	2	1	1	4
164	1	3	2	2	2	3	2	2	2	1	4	2	3	4	4	3	2	1	3	2	2	2	3	3	2	3	3	2	2	2	3	1	4	2	1	2	2	3	3	4	1	1	3	3	1	3	4	2	3	3	3	2	4	2
165	3	4	1	2	2	4	3	1	4	2	2	3	3	4	2	3	2	3	3	2	2	3	4	4	3	3	4	2	3	3	3	3	2	2	3	1	4	4	4	4	1	2	2	4	1	3	4	2	3	2	2	3	2	4
166	4	2	1	3	2	3	3	2	4	3	1	4	2	3	2	2	2	1	2	3	1	3	3	3	4	3	2	2	2	3	2	2	1	3	4	1	2	4	2	4	1	3	2	3	2	3	2	1	3	2	3	2	4	2
167	4	2	3	4	3	1	4	2	2	1	4	1	3	4	1	2	3	2	2	3	3	4	3	2	3	4	4	3	2	4	4	2	3	4	3	3	2	4	4	3	4	4	3	4	4	4	4	3	3	3	3	4	4	2
168	2	4	1	2	4	4	1	4	2	3	4	2	4	4	4	4	3	4	4	1	3	4	3	4	3	1	4	3	4	1	4	1	2	4	3	2	4	2	3	3	4	1	2	4	3	2	2	3	4	4	3	2	1	4
169	3	1	1	2	1	3	2	2	4	1	1	2	3	4	2	2	1	1	3	1	1	2	3	4	1	2	3	1	2	2	2	1	2	1	1	1	3	3	4	2	1	2	1	3	1	3	3	1	2	4	3	3	1	4
170	2	1	1	2	3	4	2	3	3	3	3	2	3	4	1	3	4	2	4	2	2	4	3	3	2	2	3	2	3	2	3	2	4	4	4	3	2	1	3	2	1	2	3	4	2	3	3	2	2	3	2	3	4	3
171	3	2	1	2	3	4	4	3	4	1	3	4	2	3	3	2	3	2	3	3	3	2	3	4	2	3	4	2		2	3	2	3	4	3	1	4	4	2	3	1	3	2	4	2	3	4	2	3	2	1	1	2	3
172	2	3	3	2	4	3	2	2	3	3	3	3	2	4	3	2	2	2	3	2	2	4	2	2	2	2	4	2	2	3	4	2	2	3	3	1	2	3	3	3	2	2	2	4	1	2		3	4	4	2	4	1	2
173	3	3	1	1	1	4	2	1	3	2	1	1	2	4	1	3	3	1	2	2	3	2	1	4	1	2	2	2	2	1	3	1	3	2	2	2	3	4	3	2	1	2	1	2	1	2	2	1	4	3	2	2	1	4
174	1	4	4	2	2	2	2	4	3	2	1	2	4	4	2	4	1	3	4	1	1	3	1	4	1	2	2	2	4	1	4	1	1	4	1	1	4	2	4	1	1	2	4	4	4	4	4	2	3	4	2	1	1	4
175	4	2	3	3	3	4	4	4	1	3	1	2	4	4	3	2	2	3	4	3	4	4	3	2	3	4	3	2	4	4	4	2	4	4	1	1	2	3	3	4	3	4	4	3	2	4	3	2	3	4	4	4	2	3
176	2	2	4	3	2	2	1	1	3	2	2	3	1	2	1	2	3	1	2	3	2	3	1	2	2	2	3	2	2	3	3	2	3	1	4	3	2	3	4	4	4	2	1	2	2	3	4	2	3	2	3	2	2	2
177	3	3	1	2	4	4	1	3	2	1	1	3	2	4	2	2	1	2	3	1	1	3	3	2	2	1	3	1	2	1	3	1	3	2	2	3	4	3	4	4	1	2	2	4	1	2	1	2	3	4	1	1	1	3
178	2	2	1	3	4	4	3	2	2	3	4	1	3	4	3	3	4	2	3	2	4	4	4	4	3	3	4	3	2	2	4	1	3	4	2	4	3	4	3	4	3	3	3	4	1	3	4	2	4	4	2	3	1	4
179	2	4	3	2	2	3	2	4	4	1	2	3	3	1	2	3	4	3	3	2	2	3	3	2	2	2	3	2	3	2	3	2	2	3	4	1	4	3	4	2	4	3	3	3	1	3	4	3	4	3	3	3	4	3
180	1	4	1	2	2	4	3	3	2	4	1	2	3	3	4	4	2	4	4	2	2	4	2	4	1	4	3	1	4	3	4	1	4	3	2	1	3	3	4	4	2	2	1	2	1	3	3	1	1	4	3	3	1	3
181	3	3	4	4	4	4	2	1	4	3	2	4	2	4	2	3	2	3	4	3	4	4	4	4	1	4	4	1	2	3	4	1	4	1	3	2	4	4	3	4	4	4	2	4	1	3	4	2	2	2	4	3	4	4
182	3	4	2	3	4	4	4	3	3	3	1	3	4	4	3	4	3	4	4	4	2	4	3	3	2	4	4	1	4	3	4	2	2	3	1	3	4	4	3	4	4	4	3	4	2	4	4	1	4	4	3	4	4	4
183	4	2	4	3	3	2	4	1	4	3	3	4	1	4	3	2	1	1	3	3	3	3	3	2	4	4	3	4	1	4	3	4	4	2	4	2	2	4	3	4	4	4	2	3	4	4	4	4	3	3	4	4	4	2
184	2	3	1	2	2	4	1	2	1	1	1	1	2	4	1	2	2	2	3	1	1	4	2	4	1	1	4	2	3	4	4	2	1	1	1	1	3	1	1	1	4	1	1	4	1	4	3	1	3	3	1	2	3	4
185	1	3	1	3	4	4	1	3	4	2	1	3	3	4	3	3	3	2	4	2	2	3	3	4	2	2	4	1	2	2	4	1	2	2	2	2	2	1	4	3	4	3	2	4	1	4	4	2	4	3	3	2	3	4
186	1	3	3	2	2	3	1	3	3	4	1	2	3	2	1	3	1	2	2	1	2	2	1	2	1	2	4	2	3	1	2	1	3	2	2	1	3	2	4	3	3	1	1	3	2	2	4	1	4	3	1	2	1	3
187	2	4	3	3	1	3	4	3	4	3		4	3	3	1	3	2	3	3	3	4	2	4	2	4	2	3	2	3	4	4	2	2	2	1	3	2	4	3	4	1	3	2	2	4	4		2	4	3	4	3	4	3
188	4	2	4	3	4	2	3	2	4	1	2	4	1	4	4	1	4	1	2	4	2	4	4	2	4	3	4	4	1	4	4	1	4	4	2	4	2	4	4	2	2	4	4	4	1	4	4	2	3	4	3	3	2	2
189	2	3	1	2	4	3	2	4	4	3	1	4	4	4	2	3	1	3	3	2	4	4	1	3	1	2	3	2	4	2	4	1	4	3	3	2	2	4	4	2	2	1	2	2	1	2	4	1	4	4	1	1	1	3
190	2	4	2	3	3	4	2	3	2	2	4	2	3	4	1	3	1	3	4	2	2	4	2	4	2	1	3	2	3	2	4	1	3	4	2	3	4	3	4	2	1	2	2	4	1	2	4	2	4	4	2	2	4	4
191	3	2	1	2	3	4		2	3	2	1	4	3	4	1	4	1	3	1	1	3	4	3	4	1	1	4	1	4	2	3	2	2	3	2	1	4	4	3	3	2	2	1	4	1	2	3	1	4	3	2	2	1	4
192	2	3	2	2	3	3	4	3	3	2	3	1	4	3	2	3	2	2	4	3	2	2	3	3	2	2	4	2	3	4	4	2	4	3	4	1	4	4	4	4	1	2	3	3	2	4	4	4	3	4	4	4	4	3
193	2	4	1	2	4	4	3	2	4	2	1	2	3	4	1	4	2	3	2	1	1	4	4	4	2	3	4	1	3	3	3	1	2	1	4	2	3	4	3	2	1	3	2	4	2	4	3	1	2	2	3	4	1	3
194	2	4	1	4	3	3	3	3	4	2	1	3	2	3	2	3	2	2	4	2	3	4	4	3	2	4	4	2	3	3	4	1	3	2	2	3	3	4	4	4	4	4	2	3	1	4	3	2	2	4	3	1	3	3
195	4	3	2	3	4	4	4	1	4	2	1	4	1	3	1	3	2	1	1	3	1	4	1	4	2	4	4	1	1	4	1	1	1	2	3	2	3	3	2	4	4	4	3	4	1	4	3	2	4	1	4	2	1	4
196	3	4	2	4	3	4	4	2	4	1	3	4	3	4	2	3	3	3	3	4	3	2	4	4	1	4	2	1	3	4	3	1	4	1	1	2	3	4	4	3	1	4	4	2	1	4	4	2	1	2	4	4	4	4
197	2	3	3	2	2	3	3	4	3	2	1	3	3	3	4	3	2	3	4	2	3	3	2	3	4	2	3	2	4	2	4	2	4	2	3	2	3	3	4	3	1	2	4	3	1	2	2	2	3	4	2	1	2	3
198	2	3	2	3	4	3	4	3	1	3	1	1	4	3	3	2	2	3	4	3	2	4	3	4	2	3	4	2	2	1	3	2	4	4	1	2	4	4	2	1	1	3	3	4	1	4	2	3	3	3	4	1	2	2
199	1	4	1	2	3	4	2	4	4	1	4	3	3	3	1	4	1	1	3	1	2	4	1	3	2	2	3	2	3	2	3	1	2	3	2	2	3	3	4	4	2	2	1	3	1	3	4	4	3	3	3	4	4	3
200	2	2	2	3	2	3	2	3	4	2	3	3	2	3	3	2	1	2	2	2	2	3	1	1	2	3	4	2	4	3	4	2	2	1	2	1	2	2	4	4	3	2	2	4	2	4	2	2	3	3	4	4	3	4
201	3	3	2	2	3	4	4	2	4	4	2	2	3	4	2	2	1	2	4	2	2	3	2	3	4	2	3	2	1	2	3	1	3	3	1	2	3	3	4	4	4	3	2	4	1	2	4	1	3	3	2	3	2	3
202	2	2	1	3	3	2	1	1	2	1	2	3	2	3	2	2	2	2	2	2	2	3	2	3	4	4	3	3	2	3	2	4	3	1	3	3	2	4	1	4	2	4	1	3	4	3	4	4	3	3	4	2	4	3
203	3	3	2	4	1	3	3	3	4	2	1	4	2	3	3	3	2	2	3	3	1	2	2	3	1	3	3	1	3	3	3	1	4	3	4	3	3	4	4	2	1	3	4	3	2	4	3	1	2	4	3	3	1	4
204	2	4	2	3	3	4	2	1	2	1	4	2	4	4	1	4	2	4	4	2	1	3	1	4	1	3	4	2	2	3	2	2	1	1	3	2	4	2	3	2	2	3	4	4	2	2	4	4	4	2	2	3	4	4
205	1	3	2	1	2	3	3	1	1	2	3	1	4	4	2	3	2	3	2	3	1	4	1	3	2	1	3	1	2	1	3	2	1	2	3	1	2	2	4	2	1	3	3	4	3	4	2	2	4	3	3	2	4	4
206	4	2	1	3	4	3	4	3	4	1	2	3	2	4	1	2	1	3	3	2	1	3	3	1	1	3	4	3	3	4	4	2	2	3	4	2	2	3	3	4	3	4	2	4	1	3	3	2	3	3	4	4	2	2
207	2	3	1	2	2	4	2	4	4	3	4	2	4	4	1	3	4	2	4	1	1	4		3	1	4	4	3	3	2	4	2	1	3	3	4	4	4	4	2	1	2	2	4	1	4	4	2	3	4	2	3	2	4
208	1	3	1	2	2	4	2	2	4	1	1	3	3	2	2	3	2	3	3	1	1	2	4	4	1	1	2	2	3	2	3	2	2	1	3	1	3	1	4	2	2	2	1	2	3	2	4	3	4	2	2	3	1	3
209	1	4	2	1	3	4	1	3	4	3	2	2	4	4	3	3	1	4	3	1	2	4	3	4	4	2	4	1	3	2	3	1	2	4	4	4	4	3	4	4	1	3	3	4	3	3	2	1	4	2	2	1	1	4
210	1	3	2	2	3	4	1	2	3	3	2	1	3	4	1	4	3	3	3	1	1	4	3	4	2	2	4	2	3	2	4	2	3	4	4	1	4	3	3	1	3	1	2	4	3	2	2	3	3	2	3	1	4	4
211	3	3	2	4	1	4	4	3	4	2	3	4	1	4	1	2	2	1	2	3	1	2	1	2	2	4	3	2	3	4	4	3	1	1	2	1	3	4	2	4	4	4	1	3	3	4	4	2	2	4	4	4	1	4
212	1	3	1	1	3	4	2	4	1	4	2	1	4	4	3	3	2	4	4	1	2	2	2	4	2	3	3	1	3	3	4	2	4	3	3	2	3	3	4	3	3	2	2	4	1	3	4	1	3	4	3	2	2	3
213	1	3	1	1	4	4	3	3	1	2	1	1	3	4	2	3	1	2	3	1	2	4	2	4	1	1	3	1	1	2	3	1	2	3	2	1	2	1	3	3	1	1	1	3	1	1	3	1	2	3	2	1	3	3
214	1	3	1	2	3	3	1	2	1	2	1	1	3	4	2	3	2	2	4	1	4	3	2	4	1	2	3	1	2	2	2	1	3	2	3	1	2	4	3	4	3	1	3	3	2	2	1	2	4	3	2	2	2	4
215	4	3	1	2	3	4	3	3	2	4	1	2	3	4	4	4	1	3	4	2	2	4	3	2	2	3	4	2	4	4	4	2	4	4	2	4	4	4	4	2	1	3	4	4	1	3	2	3	1	4	2	4	3	4
216	2	3	1	3	3	2	3	2	2	3	2	3	3	4	4	2	2	2	3	3	4	4	4	2	4	4	4	1	2	3	4	2	3	2	3	1	2	3	4	2	1	3	4	4	1	4	4	2	2	3	3	3	2	2
217	4	3	2	2	3	4	4	2	3	1	3	4	2	4	1	3	3	2	3	2	1	3	1	4	1	4	4	1	3	2	4	2	1	3	3	1	4	4	4	4	4	3	1	4	4	4	2	2	4	3	4	4	2	4
218	1	3	1	2	3	3	2	1	2	3	1	2	4	4	3	4	1	3	2	1	4	4		3	1	3	1	2	2	4	4	1	3	1	1	2	1	2	4	2	1	2	2	1	2	4	2	2	2	2	1	4	1	3
219	2	3	2	2	4	3	1	4	1	1	4	1	4	4	1	2	3	4	4	1	4	4	4	1	3	3	4	4	4	2	4	3	4	3	4	1	4	1	4	4	4	3	2	4	4	4	4	2	4	4	3	2	4	4
220	4	3	2	3	3	4	3	2	3	2	3	4	3	2	2	3	2	3	2	3	3	3	2	3	2	3	3	1	2	3	2	3	3	1	4	2	3	2	2	3	2	3	3	2	1	3	2	2	3	2	3	3	2	4
1642	3	4	3	2	2	4	3	4	1	1	4	1	3	4	2	4	1	3	2	2	4	4	2	2	3	4	3	3	2	2	3	1	2	4	4	4	4	3	4	2	3	3	3	2	4	2	4	3	3	4	2	1	4	4
1682	3	4	4	2	4	4	4	4	4	1	1	4	4	4	2	3	3	3	4	2	2	4	3	4	4	4	4	2	4	4	4	2	2	1	4	2	3	2	1	3	4	3	2	4	3	4	2	4	4	3	4	4	4	4
1622	1	3	2	1	3	3	1	4	2	3	2	1	3	4	1	2	1	3	3	1	3	4	2	4	1	2	3	1	3	1	4	1	2	3	3	2	2	3	3	3	2	1	1	3	1	1	3	2	3	4	1	1	2	3
1322	2	3	3	3	2	4	3	3	2	1	1	2	2	4	2	3	2	2	3	2	1	3	1	4	1	2	4	3	2	4	4	3	1	1	4	1	2	3	2	4	2	4	2	4	1	3	4	2	3	4	3	4	2	3
1262	2	4	2	4	1	4	2	1	4	2	1	1	4	4	2	4	1	2	3	3	1	3	1	4	1	4	3	1	4	4	4	1	1	2	1	1	2	4	1	3	1	2	1	3	1	4	2	1	3	4	4	4	1	4
1362	3	4	1	2	2	4	3	1	3	4	2	2	4	4	3	3	3	4	4	2	3	4	4	4	3	3	4	1	3	1	4	2	4	4	2	4	4	4	4	3	4	3	4	4	2	4	3	2	4	4	2	4	1	4
